 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-05  0.00000000e+00  1.00000000e-05  0.00000000e+00  1.00000000e-05  0.00000000e+00 
 2.00000000e-05  0.00000000e+00  2.00000000e-05  0.00000000e+00  2.00000000e-05  0.00000000e+00 
 4.00000000e-05  0.00000000e+00  4.00000000e-05  0.00000000e+00  4.00000000e-05  0.00000000e+00 
 8.00000000e-05  0.00000000e+00  8.00000000e-05  0.00000000e+00  8.00000000e-05  0.00000000e+00 
 1.60000000e-04  0.00000000e+00  1.60000000e-04  0.00000000e+00  1.60000000e-04  0.00000000e+00 
 3.20000000e-04  0.00000000e+00  3.20000000e-04  0.00000000e+00  3.20000000e-04  0.00000000e+00 
 6.40000000e-04  0.00000000e+00  6.40000000e-04  0.00000000e+00  6.40000000e-04  0.00000000e+00 
 1.00000000e-03  0.00000000e+00  1.00000000e-03  0.00000000e+00  1.00000000e-03  0.00000000e+00 
 1.00072170e-03  1.87943339e-15  1.00072170e-03  2.69563336e-30  1.00072170e-03  1.87945780e-15 
 1.00216509e-03  2.81910668e-14  1.00216509e-03  1.51051916e-28  1.00216509e-03  2.81918236e-14 
 1.00296243e-03  5.21424864e-14  1.00296243e-03 -1.02524924e-26  1.00296243e-03  5.21439917e-14 
 1.00389075e-03  9.67919710e-14  1.00389075e-03 -6.67916527e-27  1.00389075e-03  9.67950936e-14 
 1.00476447e-03  1.56999803e-13  1.00476447e-03  1.67889834e-27  1.00476447e-03  1.57005395e-13 
 1.00571549e-03  2.48380525e-13  1.00571549e-03  2.07468528e-26  1.00571549e-03  2.48390368e-13 
 1.00696975e-03  4.23714876e-13  1.00696975e-03  9.36505565e-26  1.00696975e-03  4.23734285e-13 
 1.00856160e-03  7.54706280e-13  1.00856160e-03  3.07562421e-25  1.00856160e-03  7.54747314e-13 
 1.01085080e-03  1.51497753e-12  1.01085080e-03  1.24328731e-24  1.01085080e-03  1.51508099e-12 
 1.01310053e-03  2.59362022e-12  1.01310053e-03  3.68351887e-24  1.01310053e-03  2.59382871e-12 
 1.01555220e-03  4.23639855e-12  1.01555220e-03  9.48816809e-24  1.01555220e-03  4.23679399e-12 
 1.01873583e-03  7.31892409e-12  1.01873583e-03  3.14638872e-23  1.01873583e-03  7.31973894e-12 
 1.02292906e-03  1.33943164e-11  1.02292906e-03  1.00604793e-22  1.02292906e-03  1.33961422e-11 
 1.02847648e-03  2.58120033e-11  1.02847648e-03  3.66780656e-22  1.02847648e-03  2.58164065e-11 
 1.03520979e-03  4.88628059e-11  1.03520979e-03  1.30938688e-21  1.03520979e-03  4.88731311e-11 
 1.04485158e-03  1.02708003e-10  1.04485158e-03  5.71886201e-21  1.04485158e-03  1.02736153e-10 
 1.05373538e-03  1.73512040e-10  1.05373538e-03  1.65071127e-20  1.05373538e-03  1.73567935e-10 
 1.06352502e-03  2.81954760e-10  1.06352502e-03  4.24630687e-20  1.06352502e-03  2.82060337e-10 
 1.07693661e-03  4.99653489e-10  1.07693661e-03  1.50199956e-19  1.07693661e-03  4.99879681e-10 
 1.09296705e-03  8.79191335e-10  1.09296705e-03  4.38748173e-19  1.09296705e-03  8.79671200e-10 
 1.11194517e-03  1.52986771e-09  1.11194517e-03  1.36140579e-18  1.11194517e-03  1.53087015e-09 
 1.13675000e-03  2.80038339e-09  1.13675000e-03  4.87029724e-18  1.13675000e-03  2.80263605e-09 
 1.16783574e-03  5.20203449e-09  1.16783574e-03  1.54298582e-17  1.16783574e-03  5.20719759e-09 
 1.21138800e-03  1.05669666e-08  1.21138800e-03  7.21930524e-17  1.21138800e-03  1.05804124e-08 
 1.25535906e-03  1.84451835e-08  1.25535906e-03  1.98299422e-16  1.25535906e-03  1.84732258e-08 
 1.30294129e-03  3.03884431e-08  1.30294129e-03  4.98029145e-16  1.30294129e-03  3.04425074e-08 
 1.36321246e-03  5.20875551e-08  1.36321246e-03  1.58780565e-15  1.36321246e-03  5.21981149e-08 
 1.44649424e-03  9.74795441e-08  1.44649424e-03  5.32257276e-15  1.44649424e-03  9.77361900e-08 
 1.54452923e-03  1.76923842e-07  1.54452923e-03  1.73487866e-14  1.54452923e-03  1.77492581e-07 
 1.64077043e-03  2.84382932e-07  1.64077043e-03  4.78074221e-14  1.64077043e-03  2.85444116e-07 
 1.72860438e-03  4.10338740e-07  1.72860438e-03  9.61770840e-14  1.72860438e-03  4.12048373e-07 
 1.79844652e-03  5.29800850e-07  1.79844652e-03  1.56168721e-13  1.79844652e-03  5.32176195e-07 
 1.86880792e-03  6.71457950e-07  1.86880792e-03  2.51004097e-13  1.86880792e-03  6.74683246e-07 
 1.94863752e-03  8.62099993e-07  1.94863752e-03  4.10465909e-13  1.94863752e-03  8.66563357e-07 
 2.00000000e-03  9.97810483e-07  2.00000000e-03  5.44826896e-13  2.00000000e-03  1.00319579e-06 
 2.01272128e-03  1.03222319e-06  2.01272128e-03  5.80514209e-13  2.01272128e-03  1.03784472e-06 
 2.03816385e-03  1.10424857e-06  2.03816385e-03  6.60257336e-13  2.03816385e-03  1.11037550e-06 
 2.08904898e-03  1.26108621e-06  2.08904898e-03  8.57164872e-13  2.08904898e-03  1.26836747e-06 
 2.19081924e-03  1.62580507e-06  2.19081924e-03  1.43509925e-12  2.19081924e-03  1.63606249e-06 
 2.30742563e-03  2.11054761e-06  2.30742563e-03  2.43258605e-12  2.30742563e-03  2.12523146e-06 
 2.43297893e-03  2.70979661e-06  2.43297893e-03  4.03187469e-12  2.43297893e-03  2.73059928e-06 
 2.61258168e-03  3.72465669e-06  2.61258168e-03  7.68332091e-12  2.61258168e-03  3.75748882e-06 
 2.78130899e-03  4.81672348e-06  2.78130899e-03  1.28418663e-11  2.78130899e-03  4.86416843e-06 
 2.96882702e-03  6.20103432e-06  2.96882702e-03  2.13994129e-11  2.96882702e-03  6.26938413e-06 
 3.20754713e-03  8.23854191e-06  3.20754713e-03  3.78263277e-11  3.20754713e-03  8.34224292e-06 
